age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
43,technician,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
42,technician,married,professional.course,no,no,no,cellular,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1
39,blue-collar,married,basic.6y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
38,admin.,married,professional.course,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
29,services,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,1
45,management,married,basic.9y,no,yes,no,cellular,may,thu,1,999,3,failure,-1.8,93.876,-40.0,0.6920000000000001,5008.7,0
35,admin.,married,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
56,retired,married,basic.6y,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
30,admin.,single,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
41,management,divorced,university.degree,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
41,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
29,technician,single,professional.course,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
38,admin.,divorced,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
48,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
24,student,single,high.school,no,yes,yes,cellular,jul,tue,3,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,0
53,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
32,technician,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
32,management,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
28,student,single,high.school,no,yes,yes,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
33,technician,single,professional.course,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
54,management,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
31,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
36,admin.,single,high.school,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
56,retired,married,professional.course,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
45,technician,married,high.school,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
54,technician,married,basic.6y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
48,services,married,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
34,management,married,university.degree,no,no,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
44,services,married,high.school,no,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
37,technician,single,professional.course,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
46,blue-collar,married,high.school,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,0
23,admin.,single,university.degree,no,no,yes,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,admin.,married,university.degree,no,yes,no,telephone,may,mon,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,0
34,technician,single,professional.course,no,yes,yes,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,0
36,management,divorced,university.degree,no,yes,no,cellular,jun,mon,1,3,4,success,-1.7,94.055,-39.8,0.72,4991.6,1
43,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
45,technician,single,professional.course,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
86,retired,married,basic.9y,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,1
37,entrepreneur,divorced,high.school,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,0
32,technician,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
37,technician,single,university.degree,no,yes,no,cellular,jun,fri,1,999,2,failure,-1.7,94.055,-39.8,0.748,4991.6,1
66,housemaid,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0
35,services,married,basic.9y,no,yes,no,telephone,apr,mon,4,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
30,self-employed,married,university.degree,no,no,no,cellular,jun,mon,4,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,1
33,services,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
57,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
47,services,divorced,basic.4y,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
38,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,admin.,divorced,high.school,no,yes,yes,cellular,jul,mon,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
31,self-employed,single,university.degree,no,no,no,cellular,dec,wed,1,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,1
34,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
28,unemployed,single,basic.9y,no,no,yes,cellular,aug,tue,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,1
40,services,married,high.school,no,yes,yes,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
42,technician,married,high.school,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
48,admin.,married,high.school,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
41,technician,single,university.degree,no,no,no,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
37,technician,married,university.degree,no,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,1
39,services,married,high.school,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
35,admin.,married,professional.course,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
60,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
61,technician,single,basic.4y,no,yes,yes,cellular,may,tue,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
43,unemployed,married,basic.9y,no,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
32,technician,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
37,entrepreneur,divorced,university.degree,no,no,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,0
36,self-employed,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,services,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
36,admin.,married,university.degree,no,yes,no,telephone,jun,tue,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
58,housemaid,married,basic.4y,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
40,services,married,high.school,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0
49,admin.,divorced,high.school,no,yes,no,cellular,may,tue,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
45,blue-collar,married,university.degree,no,yes,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,self-employed,single,university.degree,no,no,yes,cellular,jun,mon,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,1
55,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,tue,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
76,retired,married,professional.course,no,yes,no,cellular,jun,tue,1,3,1,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,1
28,management,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,0
30,technician,married,high.school,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
52,housemaid,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
47,housemaid,divorced,basic.4y,no,yes,yes,telephone,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1
33,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
38,blue-collar,single,high.school,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,2,15,1,success,-1.7,94.215,-40.3,0.846,4991.6,0
31,student,single,basic.4y,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,93.876,-40.0,0.677,5008.7,1
35,self-employed,married,university.degree,no,no,yes,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
41,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
30,services,married,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
38,self-employed,married,high.school,no,yes,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
28,student,single,basic.4y,no,yes,no,cellular,aug,wed,1,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,0
42,technician,single,university.degree,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,0
40,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1
31,entrepreneur,single,basic.6y,no,yes,yes,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39,technician,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
37,housemaid,married,basic.4y,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
37,unemployed,married,university.degree,no,no,yes,telephone,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,0
34,services,single,high.school,no,no,no,telephone,jul,tue,16,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
32,admin.,single,university.degree,no,no,no,telephone,may,fri,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
56,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
47,services,married,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
19,student,single,high.school,no,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
28,unemployed,single,high.school,no,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,0
41,blue-collar,divorced,basic.6y,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
27,services,single,high.school,no,no,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
32,services,single,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
42,admin.,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,0
61,retired,married,basic.9y,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,0
48,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
50,blue-collar,married,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
32,technician,married,professional.course,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,technician,married,high.school,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,admin.,married,high.school,no,yes,no,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
35,unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
47,technician,single,professional.course,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
29,admin.,single,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,1
53,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
27,services,married,high.school,no,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
52,management,divorced,university.degree,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
39,admin.,married,basic.6y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,1
39,technician,married,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
53,technician,married,professional.course,no,yes,no,telephone,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,0
32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
36,admin.,married,high.school,no,yes,no,telephone,jul,tue,7,999,0,nonexistent,-2.9,92.469,-33.6,0.937,5076.2,0
24,technician,single,professional.course,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
51,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5,1
34,management,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
49,blue-collar,married,basic.9y,no,no,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
53,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
51,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
51,management,married,basic.4y,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
41,management,married,basic.4y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
39,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,1
26,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,7,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
49,retired,divorced,professional.course,no,yes,yes,telephone,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
47,technician,married,professional.course,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
39,admin.,married,high.school,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
56,technician,married,professional.course,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
25,services,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,0
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
41,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
37,technician,single,high.school,no,yes,no,telephone,apr,thu,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
31,management,single,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
39,technician,married,professional.course,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
36,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
32,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1
51,services,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
52,admin.,married,high.school,no,yes,yes,cellular,may,fri,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
55,technician,married,professional.course,no,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0
35,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34,admin.,single,high.school,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
47,housemaid,married,professional.course,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
32,technician,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
39,admin.,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
56,self-employed,married,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,1
46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,1
44,technician,married,high.school,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
51,entrepreneur,married,professional.course,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
30,unemployed,married,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
38,blue-collar,single,high.school,no,yes,yes,telephone,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7290000000000001,4991.6,0
36,technician,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
55,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
51,services,married,professional.course,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
42,admin.,married,university.degree,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
59,self-employed,married,university.degree,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
31,services,single,high.school,no,no,yes,cellular,jul,thu,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,admin.,married,professional.course,no,no,yes,cellular,dec,mon,2,999,1,failure,-3.0,92.713,-33.0,0.7090000000000001,5023.5,1
34,admin.,married,high.school,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
37,technician,married,high.school,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
24,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
37,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0
28,admin.,single,professional.course,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0
52,retired,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.046,4963.6,1
24,services,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
48,services,divorced,basic.4y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
