age,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
31,cellular,nov,wed,2,3,6,success,-1.1,94.76700000000001,-50.8,1.048,4963.6
41,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
33,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
45,telephone,jul,wed,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
32,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
27,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
46,cellular,jul,tue,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
29,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
43,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
26,cellular,oct,fri,2,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5
47,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
29,cellular,jul,thu,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
33,cellular,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6
56,cellular,aug,tue,1,3,2,success,-2.9,92.20100000000001,-31.4,0.883,5076.2
30,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
32,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,cellular,oct,mon,1,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6
49,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
58,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
37,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
48,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2
39,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
53,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
59,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
40,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
39,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.921,5195.8
30,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
29,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
38,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
30,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
62,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1
30,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
56,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
39,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
36,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
21,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6
31,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
37,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
37,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
47,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
41,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
57,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
29,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
40,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
27,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
41,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
28,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
55,cellular,aug,tue,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6
56,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
40,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
49,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
30,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
31,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
34,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
44,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
37,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
29,cellular,jul,thu,23,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
30,cellular,aug,mon,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
54,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
33,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
57,cellular,nov,thu,6,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.031,4963.6
29,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
48,cellular,may,tue,1,3,3,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7
30,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
42,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
31,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
28,cellular,may,tue,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
58,telephone,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6
31,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
43,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
44,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
45,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
41,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
64,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2
30,telephone,jul,thu,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
27,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
38,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
37,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
50,telephone,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1
60,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
50,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
39,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
31,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
27,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
50,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
53,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
27,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
57,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
37,cellular,may,wed,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
59,telephone,may,thu,16,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
49,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
32,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
34,cellular,may,thu,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
25,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
29,telephone,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
53,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
29,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
39,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
27,cellular,mar,mon,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7
55,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5
32,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
43,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
41,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
38,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
42,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.099,5076.2
44,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
27,telephone,may,fri,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
47,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2
34,cellular,jul,mon,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
55,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
34,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
25,telephone,aug,tue,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2
35,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
22,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
34,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
50,telephone,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
25,cellular,jul,tue,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2
32,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
59,cellular,dec,thu,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5
40,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
26,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
32,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
33,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1
32,telephone,jun,wed,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
35,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
31,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
38,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
30,cellular,aug,tue,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6
32,telephone,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1
35,cellular,jul,mon,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
52,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
41,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
65,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
30,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
66,cellular,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
44,telephone,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6
35,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
26,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
45,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
35,cellular,nov,thu,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5
42,cellular,nov,mon,4,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
36,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5
46,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1
35,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
24,cellular,jul,wed,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
50,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,cellular,jul,thu,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
39,telephone,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1
57,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
25,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
33,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
49,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
52,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
26,cellular,may,wed,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
43,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
26,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
33,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
38,cellular,jul,tue,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
25,cellular,apr,mon,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7
26,telephone,jul,wed,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
38,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
37,telephone,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
22,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
50,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,cellular,may,thu,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
25,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
52,cellular,sep,mon,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5
48,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
44,cellular,apr,fri,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1
32,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
44,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5
29,cellular,aug,thu,3,3,1,success,-2.9,92.20100000000001,-31.4,0.873,5076.2
41,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
26,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
29,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
58,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
56,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
23,cellular,may,fri,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
50,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
29,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
31,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
27,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
24,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
35,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
42,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
58,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
48,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,cellular,apr,fri,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
28,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
59,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
25,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
47,cellular,sep,tue,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.755,5017.5
32,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
58,cellular,sep,mon,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6
33,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
31,cellular,jul,mon,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
35,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
29,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
58,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
43,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
55,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
38,cellular,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
36,cellular,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
56,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
48,telephone,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
41,cellular,may,tue,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
51,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
41,cellular,jun,tue,1,4,3,success,-2.9,92.963,-40.8,1.262,5076.2
26,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
57,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
38,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
57,cellular,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
42,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
32,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
31,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
32,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
46,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
47,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
44,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1
39,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
38,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1
59,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
49,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2
51,telephone,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2
49,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
44,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
29,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
49,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
30,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
37,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
29,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
54,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
35,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2
31,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
30,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
43,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
33,telephone,oct,thu,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5
30,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,cellular,may,tue,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1
41,telephone,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
60,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
42,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39,cellular,may,thu,2,6,3,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7
52,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,cellular,may,thu,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
30,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
37,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
60,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
26,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
56,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
44,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46,cellular,may,fri,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
52,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
40,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
44,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
33,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
53,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7
56,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
56,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
48,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5
62,telephone,mar,mon,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1
24,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
33,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5
54,telephone,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
57,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
